,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,is_recid,is_violent_recid,score_text,two_year_recid
1051,Male,49,Caucasian,0,3,0,0,0,0,Low,No
1052,Male,26,Hispanic,0,1,0,0,0,0,Low,No
1053,Female,34,Caucasian,0,3,0,0,1,1,Low,Yes
1054,Female,28,African-American,0,3,0,0,0,0,Low,No
1055,Male,33,Caucasian,0,2,0,0,0,0,Low,No
1056,Male,46,African-American,0,7,0,0,0,0,Medium,No
1057,Male,21,African-American,0,4,0,0,1,0,Low,No
1058,Female,28,Hispanic,0,5,0,0,0,0,Medium,No
1059,Male,29,Other,0,1,0,0,0,0,Low,No
1060,Male,21,Caucasian,0,8,0,0,1,1,High,Yes
1061,Male,26,Other,0,7,0,0,0,0,Medium,No
1062,Male,34,African-American,0,1,0,0,0,0,Low,No
1063,Male,22,African-American,0,3,0,0,0,0,Low,No
1064,Female,57,Caucasian,0,4,0,0,0,0,Low,No
1065,Female,56,Caucasian,0,1,0,0,0,0,Low,No
1066,Male,30,African-American,0,8,2,2,0,0,High,No
1067,Male,29,African-American,0,1,0,0,0,0,Low,No
1068,Male,36,African-American,2,10,0,0,0,0,High,No
1069,Female,24,African-American,0,3,0,0,0,0,Low,No
1070,Female,70,African-American,0,1,0,0,0,0,Low,No
1071,Female,45,Caucasian,0,1,0,0,0,0,Low,No
1072,Female,33,Hispanic,0,4,0,0,0,0,Low,No
1073,Female,39,African-American,0,5,1,0,0,0,Medium,No
1074,Male,25,Caucasian,0,4,1,0,0,0,Low,No
1075,Male,48,Hispanic,0,1,0,0,0,0,Low,No
1076,Male,46,Caucasian,0,1,0,0,0,0,Low,No
1077,Male,28,Caucasian,0,2,0,0,1,1,Low,Yes
1078,Male,32,Caucasian,0,2,0,0,0,0,Low,No
1079,Male,27,African-American,0,2,0,0,0,0,Low,No
1080,Male,43,Caucasian,0,7,0,0,1,1,Medium,Yes
1081,Male,35,African-American,0,9,4,17,0,0,High,No
1082,Male,29,Caucasian,0,3,0,0,0,0,Low,No
1083,Female,20,Caucasian,0,4,0,0,0,0,Low,No
1084,Male,29,African-American,0,1,0,0,0,0,Low,No
1085,Male,28,Other,0,2,0,0,0,0,Low,No
1086,Male,67,Asian,0,1,0,0,0,0,Low,No
1087,Female,46,African-American,0,5,0,0,0,0,Medium,No
1088,Male,25,Other,0,2,0,0,0,0,Low,No
1089,Male,24,African-American,0,9,2,1,1,1,High,Yes
1090,Male,29,Other,0,6,0,0,0,0,Medium,No
1091,Male,45,African-American,0,6,0,0,0,0,Medium,No
1092,Male,61,Caucasian,0,1,0,0,0,0,Low,No
1093,Male,32,Other,0,1,0,0,0,0,Low,No
1094,Male,43,Caucasian,0,6,0,0,0,0,Medium,No
1095,Male,32,Other,0,1,0,0,0,0,Low,No
1096,Male,36,African-American,0,5,0,0,0,0,Medium,No
1097,Male,32,African-American,0,2,0,0,0,0,Low,No
1098,Male,57,African-American,0,9,0,0,0,0,High,No
1099,Male,37,African-American,0,7,0,0,0,0,Medium,No
1100,Male,44,African-American,0,6,0,0,0,0,Medium,No
1101,Male,51,African-American,0,2,0,0,0,0,Low,No
1102,Male,45,Hispanic,0,6,0,0,0,0,Medium,No
1103,Male,28,Caucasian,0,8,0,2,0,0,High,No
1104,Male,45,African-American,0,7,0,0,1,1,Medium,Yes
1105,Male,48,Other,0,1,0,0,0,0,Low,No
1106,Male,25,African-American,0,3,0,0,0,0,Low,No
1107,Male,43,African-American,0,1,0,0,0,0,Low,No
1108,Male,30,African-American,0,1,0,0,0,0,Low,No
1109,Male,50,Caucasian,0,1,0,0,0,0,Low,No
1110,Female,31,African-American,0,2,0,0,0,0,Low,No
1111,Female,33,Caucasian,0,6,0,0,0,0,Medium,No
1112,Male,32,African-American,0,5,0,0,1,1,Medium,Yes
1113,Male,22,Hispanic,0,6,0,0,0,0,Medium,No
1114,Male,21,Caucasian,0,5,0,0,0,0,Medium,No
1115,Male,22,Other,0,9,0,0,0,0,High,No
1116,Male,52,Other,0,1,0,0,0,0,Low,No
1117,Male,49,Caucasian,0,2,0,0,0,0,Low,No
1118,Male,22,African-American,0,2,0,0,0,0,Low,No
1119,Male,45,Hispanic,0,1,0,0,0,0,Low,No
1120,Male,28,African-American,0,6,0,0,0,0,Medium,No
1121,Male,21,African-American,0,5,0,0,1,1,Medium,Yes
1122,Male,37,Hispanic,0,3,0,1,0,0,Low,No
1123,Male,28,African-American,2,10,1,0,0,0,High,No
1124,Male,24,African-American,0,3,0,0,0,0,Low,No
1125,Male,44,African-American,0,3,0,0,0,0,Low,No
1126,Male,25,Hispanic,0,8,0,4,0,0,High,No
1127,Male,32,African-American,1,7,3,0,1,1,Medium,Yes
1128,Female,24,African-American,0,5,0,0,0,0,Medium,No
1129,Male,57,African-American,0,3,0,0,0,0,Low,No
1130,Male,21,Other,0,6,0,0,0,0,Medium,No
1131,Male,28,Caucasian,0,2,0,0,0,0,Low,No
1132,Male,51,Caucasian,0,1,0,0,0,0,Low,No
1133,Male,25,African-American,0,7,1,0,0,0,Medium,No
1134,Male,19,Caucasian,0,6,0,0,1,1,Medium,Yes
1135,Male,57,African-American,0,10,0,0,0,0,High,No
1136,Female,27,African-American,0,2,0,0,0,0,Low,No
1137,Male,66,Caucasian,0,1,0,0,0,0,Low,No
1138,Female,25,African-American,0,7,0,0,1,1,Medium,Yes
1139,Male,21,Caucasian,0,3,0,0,0,0,Low,No
1140,Male,45,Caucasian,0,2,0,0,0,0,Low,No
1141,Male,38,African-American,0,6,0,0,1,1,Medium,Yes
1142,Male,37,African-American,2,8,3,0,0,0,High,No
1143,Male,64,African-American,0,4,0,0,0,0,Low,No
1144,Male,30,African-American,0,6,0,0,1,1,Medium,Yes
1145,Male,61,African-American,0,1,0,0,0,0,Low,No
1146,Male,33,Caucasian,0,3,0,0,0,0,Low,No
1147,Female,49,Caucasian,0,2,0,0,0,0,Low,No
1148,Male,23,African-American,0,7,0,0,0,0,Medium,No
1149,Male,33,African-American,0,8,0,0,0,0,High,No
1150,Male,21,Caucasian,0,9,0,0,1,1,High,Yes
1151,Male,26,Hispanic,0,4,0,1,0,0,Low,No
1152,Male,27,African-American,0,9,0,1,1,0,High,No
1153,Male,38,Caucasian,0,6,0,0,0,0,Medium,No
1154,Male,26,Caucasian,0,2,0,0,0,0,Low,No
1155,Male,23,Caucasian,0,7,0,1,1,0,Medium,No
1156,Female,36,African-American,0,1,0,0,0,0,Low,No
1157,Male,58,Caucasian,0,1,0,0,0,0,Low,No
1158,Male,46,Caucasian,0,3,0,0,0,0,Low,No
1159,Female,35,Caucasian,0,3,0,0,0,0,Low,No
1160,Male,23,African-American,0,7,0,0,0,0,Medium,No
1161,Male,40,Caucasian,0,1,0,0,0,0,Low,No
1162,Male,31,Hispanic,0,3,0,0,0,0,Low,No
1163,Female,34,Hispanic,0,4,0,0,0,0,Low,No
1164,Female,26,African-American,0,5,0,0,0,0,Medium,No
1165,Male,49,African-American,0,1,0,0,0,0,Low,No
1166,Female,47,Hispanic,0,1,0,0,0,0,Low,No
1167,Female,45,Native American,0,2,0,0,0,0,Low,No
1168,Male,47,African-American,0,2,0,0,0,0,Low,No
1169,Male,45,Hispanic,0,8,0,0,0,0,High,No
1170,Male,27,African-American,0,9,0,0,0,0,High,No
1171,Female,52,Caucasian,0,1,0,0,0,0,Low,No
1172,Male,25,African-American,0,7,0,1,0,0,Medium,No
1173,Male,51,African-American,0,2,0,0,0,0,Low,No
1174,Female,29,African-American,0,2,0,0,1,0,Low,No
1175,Male,39,African-American,0,3,0,0,0,0,Low,No
1176,Male,46,Caucasian,0,1,0,0,0,0,Low,No
1177,Male,28,Caucasian,0,4,0,0,0,0,Low,No
1178,Male,57,African-American,0,1,0,0,0,0,Low,No
1179,Male,23,Hispanic,0,5,0,0,0,0,Medium,No
1180,Male,27,African-American,0,3,0,0,0,0,Low,No
1181,Male,31,Caucasian,0,7,0,0,1,1,Medium,Yes
1182,Male,37,African-American,0,2,0,0,0,0,Low,No
1183,Male,51,African-American,0,2,0,0,1,1,Low,Yes
1184,Male,51,Hispanic,0,2,0,0,0,0,Low,No
1185,Male,28,African-American,0,6,1,0,1,0,Medium,No
1186,Male,56,Caucasian,0,1,0,0,0,0,Low,No
1187,Male,26,Caucasian,0,6,0,0,1,1,Medium,Yes
1188,Male,33,Caucasian,0,8,0,0,1,1,High,Yes
1189,Male,23,Caucasian,0,4,0,3,0,0,Low,No
1190,Male,31,African-American,0,2,0,0,0,0,Low,No
1191,Male,31,Other,0,3,0,0,0,0,Low,No
1192,Male,19,Hispanic,1,9,0,0,1,1,High,No
1193,Male,32,Caucasian,0,1,0,0,0,0,Low,No
1194,Female,48,Hispanic,0,6,0,0,0,0,Medium,No
1195,Male,66,Caucasian,0,1,0,0,0,0,Low,No
1196,Female,40,African-American,0,1,0,0,0,0,Low,No
1197,Male,59,African-American,0,2,0,0,0,0,Low,No
1198,Male,25,African-American,0,7,0,0,0,0,Medium,No
1199,Male,27,African-American,0,7,0,0,0,0,Medium,No
1200,Male,22,African-American,0,3,0,0,0,0,Low,No
1201,Male,58,Caucasian,0,1,0,0,0,0,Low,No
1202,Male,49,African-American,0,1,0,0,0,0,Low,No
1203,Male,29,Caucasian,0,3,0,0,0,0,Low,No
1204,Male,24,African-American,0,4,0,0,0,0,Low,No
1205,Male,27,African-American,0,8,0,0,1,1,High,Yes
1206,Male,24,Caucasian,0,5,0,0,0,0,Medium,No
1207,Female,35,Caucasian,0,4,1,0,0,0,Low,No
1208,Male,65,Caucasian,0,3,0,0,0,0,Low,No
1209,Male,30,African-American,1,9,0,0,1,1,High,Yes
1210,Male,23,African-American,0,2,1,1,1,1,Low,No
1211,Male,32,Caucasian,0,4,0,0,1,1,Low,Yes
1212,Male,22,Caucasian,0,5,0,0,0,0,Medium,No
1213,Male,21,African-American,0,3,0,0,0,0,Low,No
1214,Female,43,Caucasian,0,2,0,0,0,0,Low,No
1215,Male,29,African-American,0,8,0,0,0,0,High,No
1216,Male,43,African-American,0,3,0,0,0,0,Low,No
1217,Male,25,African-American,0,2,0,0,0,0,Low,No
1218,Male,47,Caucasian,0,1,0,0,0,0,Low,No
1219,Female,21,African-American,0,5,0,0,0,0,Medium,No
1220,Female,25,African-American,0,6,0,0,0,0,Medium,No
1221,Male,54,Caucasian,0,1,0,0,0,0,Low,No
1222,Male,34,African-American,0,1,0,1,1,1,Low,Yes
1223,Female,28,African-American,0,2,0,0,0,0,Low,No
1224,Male,54,African-American,0,1,0,0,0,0,Low,No
1225,Male,34,African-American,0,4,0,0,0,0,Low,No
1226,Male,50,Hispanic,0,9,0,0,0,0,High,No
1227,Male,22,African-American,0,4,0,0,0,0,Low,No
1228,Male,51,African-American,0,7,0,0,0,0,Medium,No
1229,Female,28,African-American,0,5,0,0,0,0,Medium,No
1230,Male,36,Caucasian,0,7,0,0,0,0,Medium,No
1231,Male,28,African-American,0,6,0,1,0,0,Medium,No
1232,Male,43,Caucasian,0,2,0,0,0,0,Low,No
1233,Male,45,Hispanic,0,6,0,0,0,0,Medium,No
1234,Male,41,Hispanic,0,1,0,0,0,0,Low,No
1235,Male,25,Other,20,10,0,0,1,1,High,Yes
1236,Male,35,Hispanic,0,9,1,0,0,0,High,No
1237,Male,24,Asian,0,3,0,0,0,0,Low,No
1238,Male,21,African-American,0,6,0,0,1,1,Medium,Yes
1239,Male,28,Hispanic,0,4,0,0,0,0,Low,No
1240,Male,59,Other,0,1,0,0,0,0,Low,No
1241,Male,29,African-American,0,10,1,0,1,1,High,Yes
1242,Male,26,African-American,0,8,0,0,1,1,High,Yes
1243,Male,31,Other,0,1,0,0,0,0,Low,No
1244,Male,28,Caucasian,0,7,0,0,0,0,Medium,No
1245,Male,44,Caucasian,0,1,0,0,0,0,Low,No
1246,Male,42,African-American,0,5,0,0,0,0,Medium,No
1247,Male,39,African-American,0,7,0,0,0,0,Medium,No
1248,Female,46,Hispanic,0,1,0,0,0,0,Low,No
1249,Male,55,Caucasian,0,5,0,0,0,0,Medium,No
1250,Female,31,Caucasian,0,9,0,0,0,0,High,No
1251,Male,25,African-American,0,2,0,0,0,0,Low,No
1252,Male,32,Caucasian,0,7,0,2,0,0,Medium,No
1253,Male,36,African-American,0,5,0,0,0,0,Medium,No
1254,Male,39,Caucasian,0,4,0,0,0,0,Low,No
1255,Female,26,African-American,0,2,0,0,0,0,Low,No
1256,Female,22,Other,0,4,0,0,0,0,Low,No
1257,Male,37,Caucasian,0,1,0,0,0,0,Low,No
1258,Male,41,Caucasian,0,6,0,0,0,0,Medium,No
1259,Male,25,African-American,0,3,0,0,0,0,Low,No
1260,Female,57,Caucasian,0,1,0,0,0,0,Low,No
1261,Male,58,Caucasian,0,1,0,0,0,0,Low,No
1262,Male,44,African-American,2,9,0,0,1,1,High,Yes
1263,Male,28,African-American,0,4,0,0,1,0,Low,No
1264,Male,54,Caucasian,0,1,0,0,0,0,Low,No
1265,Male,21,Hispanic,0,4,0,0,1,1,Low,Yes
1266,Male,43,Caucasian,0,4,0,0,0,0,Low,No
1267,Male,31,African-American,0,10,0,0,0,0,High,No
1268,Male,30,African-American,4,10,1,0,0,0,High,No
1269,Male,24,African-American,0,7,0,0,0,0,Medium,No
1270,Male,43,Caucasian,0,1,0,0,0,0,Low,No
1271,Male,51,African-American,0,7,0,0,0,0,Medium,No
1272,Male,24,Hispanic,0,10,0,0,1,1,High,Yes
1273,Male,31,African-American,0,3,0,0,1,0,Low,No
1274,Male,23,African-American,0,3,0,0,0,0,Low,No
1275,Male,26,African-American,2,10,1,0,1,1,High,Yes
1276,Male,27,Caucasian,0,9,0,0,0,0,High,No
1277,Male,66,Caucasian,0,1,0,0,0,0,Low,No
1278,Female,36,Caucasian,0,4,0,1,0,0,Low,No
1279,Female,22,African-American,0,7,0,0,1,1,Medium,Yes
1280,Male,25,Hispanic,0,3,0,1,0,0,Low,No
1281,Male,56,African-American,0,1,0,0,0,0,Low,No
1282,Male,29,Native American,0,2,0,0,0,0,Low,No
1283,Female,58,African-American,0,1,0,0,0,0,Low,No
1284,Male,24,Caucasian,0,5,1,2,0,0,Medium,No
1285,Male,22,African-American,0,3,0,0,1,1,Low,Yes
1286,Male,39,Caucasian,0,1,0,0,0,0,Low,No
1287,Male,23,Caucasian,0,8,0,0,1,1,High,Yes
1288,Male,39,Other,0,5,0,0,0,0,Medium,No
1289,Male,25,African-American,0,8,0,0,0,0,High,No
1290,Male,26,African-American,0,6,0,0,0,0,Medium,No
1291,Male,25,African-American,0,9,0,1,0,0,High,No
1292,Male,36,African-American,0,1,0,0,0,0,Low,No
1293,Male,35,African-American,0,4,0,0,1,1,Low,Yes
1294,Male,22,African-American,0,4,0,0,1,1,Low,Yes
1295,Male,25,Caucasian,0,2,0,0,0,0,Low,No
1296,Male,24,Caucasian,0,7,0,0,0,0,Medium,No
1297,Male,36,Hispanic,0,1,0,0,0,0,Low,No
1298,Male,24,African-American,0,7,0,0,1,1,Medium,Yes
1299,Male,29,Caucasian,0,3,0,0,0,0,Low,No
1300,Male,50,Caucasian,0,3,0,0,0,0,Low,No
1301,Male,27,African-American,0,1,0,0,0,0,Low,No
1302,Male,21,Hispanic,0,5,0,0,1,1,Medium,Yes
1303,Male,58,African-American,0,1,0,0,0,0,Low,No
1304,Male,27,African-American,0,8,0,0,0,0,High,No
1305,Female,31,Caucasian,0,3,0,0,0,0,Low,No
1306,Male,24,African-American,0,7,0,0,0,0,Medium,No
1307,Male,43,Caucasian,0,1,0,0,0,0,Low,No
1308,Male,23,African-American,0,5,0,0,0,0,Medium,No
1309,Male,42,Caucasian,0,4,0,0,0,0,Low,No
1310,Male,34,African-American,0,2,0,0,1,1,Low,Yes
1311,Male,30,African-American,0,10,3,0,0,0,High,No
1312,Male,29,African-American,0,9,0,0,0,0,High,No
1313,Male,26,Caucasian,0,4,0,1,1,0,Low,No
1314,Male,51,African-American,0,7,0,0,0,0,Medium,No
1315,Male,36,Other,0,1,0,0,0,0,Low,No
1316,Male,62,Hispanic,0,1,0,0,0,0,Low,No
1317,Male,35,African-American,0,2,0,0,0,0,Low,No
1318,Male,22,Caucasian,0,3,0,0,0,0,Low,No
1319,Male,40,African-American,0,2,0,0,0,0,Low,No
1320,Male,36,African-American,0,2,0,0,0,0,Low,No
1321,Male,69,Caucasian,0,1,0,0,0,0,Low,No
1322,Male,27,African-American,0,4,1,0,0,0,Low,No
1323,Male,27,African-American,0,1,0,0,0,0,Low,No
1324,Female,24,African-American,0,6,0,0,0,0,Medium,No
1325,Male,42,Caucasian,0,1,0,0,0,0,Low,No
1326,Male,25,Caucasian,0,3,0,0,0,0,Low,No
1327,Male,25,African-American,0,4,0,0,0,0,Low,No
1328,Male,22,African-American,0,3,0,0,0,0,Low,No
1329,Male,21,Caucasian,0,4,0,0,0,0,Low,No
1330,Male,30,African-American,0,2,0,0,0,0,Low,No
1331,Male,46,Caucasian,0,5,0,0,0,0,Medium,No
1332,Male,26,African-American,0,7,0,0,0,0,Medium,No
1333,Male,40,African-American,0,1,0,0,0,0,Low,No
1334,Male,34,Caucasian,0,4,0,0,0,0,Low,No
1335,Male,28,Hispanic,0,5,0,0,0,0,Medium,No
1336,Male,59,Caucasian,0,1,0,0,1,1,Low,Yes
1337,Male,37,Native American,0,2,0,0,0,0,Low,No
1338,Male,50,African-American,0,1,0,0,0,0,Low,No
1339,Male,57,African-American,0,5,0,0,1,1,Medium,Yes
1340,Male,31,African-American,0,5,0,0,1,0,Medium,No
1341,Female,51,African-American,0,7,0,0,0,0,Medium,No
1342,Male,44,African-American,0,8,0,0,0,0,High,No
1343,Female,25,Caucasian,0,4,0,0,0,0,Low,No
1344,Male,51,African-American,0,3,0,0,0,0,Low,No
1345,Male,57,Caucasian,0,1,0,0,0,0,Low,No
1346,Male,55,Caucasian,0,1,0,0,0,0,Low,No
1347,Female,42,African-American,0,1,0,0,0,0,Low,No
1348,Male,58,African-American,0,9,0,0,1,0,High,No
1349,Male,21,Other,0,4,0,0,0,0,Low,No
1350,Female,24,Hispanic,0,4,0,0,0,0,Low,No
1351,Male,42,African-American,0,4,0,0,0,0,Low,No
1352,Male,21,African-American,0,6,0,0,0,0,Medium,No
1353,Male,56,Hispanic,0,4,0,0,0,0,Low,No
1354,Male,58,Caucasian,0,1,0,0,0,0,Low,No
1355,Male,46,African-American,0,9,0,0,0,0,High,No
1356,Male,35,African-American,0,5,0,0,0,0,Medium,No
1357,Male,42,African-American,0,5,0,0,0,0,Medium,No
1358,Male,37,African-American,0,3,0,0,0,0,Low,No
1359,Male,32,African-American,0,4,0,1,0,0,Low,No
1360,Male,31,Other,0,6,0,0,1,0,Medium,No
1361,Female,33,African-American,0,1,0,0,0,0,Low,No
1362,Male,25,Caucasian,0,4,0,0,0,0,Low,No
1363,Female,33,African-American,0,1,0,0,0,0,Low,No
1364,Male,21,Hispanic,0,5,0,0,0,0,Medium,No
1365,Female,64,Caucasian,0,3,0,0,0,0,Low,No
1366,Male,56,African-American,0,1,0,0,0,0,Low,No
1367,Male,38,Caucasian,0,3,0,0,1,1,Low,Yes
1368,Female,40,African-American,0,1,0,0,0,0,Low,No
1369,Male,34,African-American,0,7,0,0,0,0,Medium,No
1370,Male,28,African-American,0,4,0,1,0,0,Low,No
1371,Male,51,African-American,0,1,0,0,0,0,Low,No
1372,Male,35,African-American,0,2,0,0,0,0,Low,No
1373,Male,61,African-American,0,2,0,0,0,0,Low,No
1374,Male,25,African-American,0,3,0,0,0,0,Low,No
1375,Male,26,African-American,0,5,0,0,1,0,Medium,No
1376,Male,42,Caucasian,0,1,0,0,0,0,Low,No
1377,Female,25,African-American,0,4,0,0,0,0,Low,No
1378,Male,31,African-American,0,7,0,0,0,0,Medium,No
1379,Male,35,Caucasian,0,2,0,1,0,0,Low,No
1380,Male,34,Caucasian,0,1,0,0,0,0,Low,No
1381,Male,46,Caucasian,0,1,0,0,0,0,Low,No
1382,Female,33,Caucasian,0,2,0,0,0,0,Low,No
1383,Male,30,African-American,0,2,0,1,1,0,Low,No
1384,Female,50,African-American,0,4,0,0,0,0,Low,No
1385,Male,21,African-American,0,5,0,0,0,0,Medium,No
1386,Female,23,African-American,0,4,0,0,0,0,Low,No
1387,Male,25,African-American,0,6,0,0,0,0,Medium,No
1388,Female,24,Caucasian,0,5,0,0,0,0,Medium,No
1389,Male,60,African-American,0,1,0,0,1,0,Low,No
1390,Male,30,African-American,0,2,0,0,0,0,Low,No
1391,Female,32,Other,0,1,0,0,0,0,Low,No
1392,Male,46,Caucasian,0,1,0,0,0,0,Low,No
1393,Male,21,Caucasian,0,4,0,1,1,1,Low,Yes
1394,Male,28,African-American,4,9,0,0,0,0,High,No
1395,Male,35,African-American,0,8,0,0,1,0,High,No
1396,Female,40,African-American,0,4,0,0,0,0,Low,No
1397,Male,28,African-American,0,4,0,0,1,0,Low,No
1398,Male,46,Caucasian,0,4,0,1,1,0,Low,No
1399,Male,56,African-American,0,2,0,0,0,0,Low,No
1400,Male,41,African-American,0,6,0,0,1,0,Medium,No
1401,Male,24,African-American,0,4,0,0,1,1,Low,Yes
1402,Male,25,African-American,0,8,0,1,0,0,High,No
1403,Female,33,Caucasian,0,1,0,0,0,0,Low,No
1404,Male,48,Caucasian,0,8,0,0,1,1,High,No
1405,Male,25,Hispanic,0,7,0,0,0,0,Medium,No
1406,Male,37,Hispanic,0,3,0,0,1,1,Low,Yes
1407,Female,43,Caucasian,0,8,0,0,0,0,High,No
1408,Male,32,Caucasian,0,3,0,0,0,0,Low,No
1409,Male,33,Other,0,7,0,0,0,0,Medium,No
1410,Male,49,Caucasian,0,1,0,0,0,0,Low,No
1411,Male,24,Caucasian,0,4,0,0,0,0,Low,No
1412,Male,26,African-American,0,9,0,0,0,0,High,No
1413,Male,42,Caucasian,0,2,0,0,0,0,Low,No
1414,Male,36,Hispanic,0,1,0,0,0,0,Low,No
1415,Male,29,Caucasian,0,7,0,1,1,1,Medium,Yes
1416,Male,39,Caucasian,0,3,0,0,0,0,Low,No
1417,Male,53,Caucasian,0,1,0,0,0,0,Low,No
1418,Male,21,Other,0,5,0,0,1,1,Medium,Yes
1419,Male,41,African-American,0,5,0,0,0,0,Medium,No
1420,Male,34,African-American,0,2,0,0,1,1,Low,Yes
1421,Male,22,Caucasian,0,8,0,2,1,1,High,Yes
1422,Male,22,Caucasian,0,7,0,2,1,1,Medium,Yes
1423,Male,25,African-American,0,5,0,0,0,0,Medium,No
1424,Female,27,Caucasian,0,3,0,0,0,0,Low,No
1425,Male,51,Other,0,1,0,0,0,0,Low,No
1426,Male,24,African-American,0,3,0,1,0,0,Low,No
1427,Male,37,African-American,0,4,0,0,0,0,Low,No
1428,Male,37,Caucasian,0,1,0,0,0,0,Low,No
1429,Female,27,Other,0,2,0,0,0,0,Low,No
1430,Male,21,Other,0,6,0,0,0,0,Medium,No
1431,Male,35,African-American,0,1,0,0,1,1,Low,Yes
1432,Female,24,Caucasian,0,8,0,0,0,0,High,No
1433,Male,21,Other,1,7,0,0,0,0,Medium,No
1434,Male,49,Caucasian,0,1,0,0,0,0,Low,No
1435,Male,38,African-American,0,6,0,0,0,0,Medium,No
1436,Male,61,Other,0,1,0,0,0,0,Low,No
1437,Female,30,African-American,0,2,0,0,0,0,Low,No
1438,Male,22,African-American,0,6,0,0,1,1,Medium,No
1439,Male,52,Caucasian,0,1,0,0,0,0,Low,No
1440,Male,26,Caucasian,0,2,0,0,0,0,Low,No
1441,Male,26,Other,0,4,0,0,0,0,Low,No
1442,Male,29,African-American,0,7,1,0,0,0,Medium,No
1443,Male,29,African-American,0,8,0,0,1,1,High,No
1444,Male,26,Caucasian,0,5,0,0,0,0,Medium,No
1445,Female,46,African-American,0,4,0,0,0,0,Low,No
1446,Female,46,African-American,0,1,0,0,0,0,Low,No
1447,Male,39,Caucasian,0,1,0,0,0,0,Low,No
1448,Male,29,African-American,0,10,0,0,1,1,High,Yes
1449,Male,41,Caucasian,0,1,0,0,0,0,Low,No
1450,Female,25,African-American,0,7,0,0,0,0,Medium,No
1451,Male,23,African-American,1,7,0,0,0,0,Medium,No
1452,Male,30,Caucasian,0,3,0,0,0,0,Low,No
1453,Male,34,Caucasian,0,6,0,0,0,0,Medium,No
1454,Male,52,Caucasian,0,1,0,0,0,0,Low,No
1455,Male,51,African-American,0,2,0,0,1,0,Low,No
1456,Female,49,Caucasian,0,1,0,0,0,0,Low,No
1457,Female,26,African-American,0,6,0,0,1,1,Medium,Yes
1458,Female,47,Caucasian,0,1,0,0,0,0,Low,No
1459,Male,27,African-American,0,2,0,0,0,0,Low,No
1460,Male,21,African-American,0,6,0,0,0,0,Medium,No
1461,Male,30,Caucasian,0,4,0,0,1,1,Low,Yes
1462,Male,70,Caucasian,0,1,0,0,0,0,Low,No
1463,Male,38,African-American,0,6,0,0,0,0,Medium,No
1464,Male,29,African-American,0,4,0,0,0,0,Low,No
1465,Male,38,Hispanic,0,4,0,0,0,0,Low,No
1466,Female,27,Caucasian,0,3,0,0,0,0,Low,No
1467,Male,44,Hispanic,0,1,0,0,0,0,Low,No
1468,Male,31,Caucasian,0,5,0,0,0,0,Medium,No
1469,Female,30,African-American,0,2,0,0,0,0,Low,No
1470,Male,40,African-American,0,2,0,0,0,0,Low,No
1471,Female,49,Caucasian,0,2,0,0,1,0,Low,No
1472,Male,33,Caucasian,0,3,0,0,0,0,Low,No
1473,Male,31,Hispanic,0,3,1,0,0,0,Low,No
1474,Male,61,Caucasian,0,1,0,0,0,0,Low,No
1475,Male,30,Caucasian,0,4,0,0,0,0,Low,No
1476,Male,62,Caucasian,0,1,0,0,0,0,Low,No
1477,Male,48,Caucasian,0,6,0,0,0,0,Medium,No
1478,Female,40,Caucasian,0,2,0,0,0,0,Low,No
1479,Male,24,Caucasian,0,4,0,0,0,0,Low,No
1480,Male,63,Caucasian,0,1,0,0,0,0,Low,No
1481,Male,46,Hispanic,0,1,0,0,0,0,Low,No
1482,Male,33,African-American,0,10,0,0,0,0,High,No
1483,Female,21,African-American,1,6,0,0,1,1,Medium,Yes
1484,Male,51,African-American,0,1,0,0,0,0,Low,No
1485,Male,39,Caucasian,0,1,0,0,1,1,Low,Yes
1486,Male,22,African-American,0,6,0,0,0,0,Medium,No
1487,Male,59,Caucasian,0,1,0,0,0,0,Low,No
1488,Male,38,African-American,0,7,5,0,1,1,Medium,Yes
1489,Male,23,African-American,0,6,0,0,0,0,Medium,No
1490,Male,20,African-American,1,3,0,0,1,1,Low,Yes
1491,Male,38,African-American,0,7,0,0,1,1,Medium,Yes
1492,Female,34,Caucasian,0,3,0,0,0,0,Low,No
1493,Male,31,African-American,0,1,0,0,0,0,Low,No
1494,Male,60,Caucasian,0,1,0,0,0,0,Low,No
1495,Male,43,African-American,0,4,0,0,0,0,Low,No
1496,Male,40,African-American,0,1,0,0,0,0,Low,No
1497,Male,26,African-American,0,6,0,0,0,0,Medium,No
1498,Male,22,African-American,0,3,0,1,0,0,Low,No
1499,Female,40,Other,0,1,0,0,0,0,Low,No
1500,Female,37,Caucasian,0,1,0,0,0,0,Low,No
1501,Male,21,Other,0,4,0,0,0,0,Low,No
1502,Female,45,African-American,0,4,0,0,0,0,Low,No
1503,Male,21,Caucasian,0,8,1,2,0,0,High,No
1504,Male,50,African-American,1,9,0,0,0,0,High,No
1505,Male,35,Caucasian,0,5,0,0,1,1,Medium,Yes
1506,Male,52,African-American,0,1,0,0,1,1,Low,Yes
1507,Male,48,Caucasian,0,1,0,0,0,0,Low,No
1508,Male,48,Caucasian,0,1,0,0,0,0,Low,No
1509,Male,47,African-American,0,5,0,0,0,0,Medium,No
1510,Male,62,African-American,0,7,0,0,0,0,Medium,No
1511,Male,35,African-American,3,10,0,0,0,0,High,No
